distance_gt_m,ape_deg,ase_deg_per_s,dee_m,orientation_gt,orientation_pred,object_id_pred,object_track_id_gt
52.029325848718734,0.0,0.0,0.0,oncoming,oncoming,1,1
51.74643470664528,0.0,0.0,0.0,oncoming,oncoming,1,1
51.46284154950859,0.0,0.0,0.0,oncoming,oncoming,1,1
51.1689686728284,0.0,0.0,0.0,oncoming,oncoming,1,1
50.89727655293168,0.0,0.0,0.0,oncoming,oncoming,1,1
50.613880635850734,0.0,0.0,0.0,oncoming,oncoming,1,1
50.34336954007572,0.0,0.0,0.0,oncoming,oncoming,1,1
50.09022783375815,0.0,0.0,0.0,oncoming,oncoming,1,1
49.8190817580251,0.0,0.0,0.0,oncoming,oncoming,1,1
49.55898946621415,0.0,0.0,0.0,oncoming,oncoming,1,1
49.31735344301245,0.0,0.0,0.0,oncoming,oncoming,1,1
49.05759861789674,0.0,0.0,0.0,oncoming,oncoming,1,1
48.825930349507786,0.0,0.0,0.0,oncoming,oncoming,1,1
48.5644981570086,0.0,0.0,0.0,oncoming,oncoming,1,1
48.33357714595685,0.0,0.0,0.0,oncoming,oncoming,1,1
48.10297086288576,0.0,0.0,0.0,oncoming,oncoming,1,1
47.87223723125621,0.0,0.0,0.0,oncoming,oncoming,1,1
47.65321983518011,0.0,0.0,0.0,oncoming,oncoming,1,1
47.415009075237535,0.0,0.0,0.0,oncoming,oncoming,1,1
47.2134704839908,0.0,0.0,0.0,oncoming,oncoming,1,1
46.99441183337682,0.0,0.0,0.0,oncoming,oncoming,1,1
46.785203412745766,0.0,0.0,0.0,oncoming,oncoming,1,1
46.59533472428991,0.0,0.0,0.0,oncoming,oncoming,1,1
46.38754863853497,0.0,0.0,0.0,oncoming,oncoming,1,1
46.19112224104156,0.0,0.0,0.0,oncoming,oncoming,1,1
46.013893168013226,0.0,0.0,0.0,oncoming,oncoming,1,1
45.81681044580319,0.0,0.0,0.0,oncoming,oncoming,1,1
45.64961824660824,0.0,0.0,0.0,oncoming,oncoming,1,1
45.47172119445613,0.0,0.0,0.0,oncoming,oncoming,1,1
45.294178249601394,0.0,0.0,0.0,oncoming,oncoming,1,1
45.12653902405069,0.0,0.0,0.0,oncoming,oncoming,1,1
44.94192683430288,0.0,0.0,0.0,oncoming,oncoming,1,1
44.77392944491599,0.0,0.0,0.0,oncoming,oncoming,1,1
44.6190259052396,0.0,0.0,0.0,oncoming,oncoming,1,1
44.47042675151037,0.0,0.0,0.0,oncoming,oncoming,1,1
44.32519069487217,0.0,0.0,0.0,oncoming,oncoming,1,1
44.189457738150594,0.0,0.0,0.0,oncoming,oncoming,1,1
44.04485920393377,0.0,0.0,0.0,oncoming,oncoming,1,1
43.889935561206144,0.0,0.0,0.0,oncoming,oncoming,1,1
43.764726429441474,0.0,0.0,0.0,oncoming,oncoming,1,1
43.621654529867314,0.0,0.0,0.0,oncoming,oncoming,1,1
43.4848397049246,0.0,0.0,0.0,oncoming,oncoming,1,1
43.358095583711055,0.0,0.0,0.0,oncoming,oncoming,1,1
43.24458715041341,0.0,0.0,0.0,oncoming,oncoming,1,1
43.117400409163245,0.0,0.0,0.0,oncoming,oncoming,1,1
42.99097439541652,0.0,0.0,0.0,oncoming,oncoming,1,1
42.89489947590806,0.0,0.0,0.0,oncoming,oncoming,1,1
42.78079400947367,0.0,0.0,0.0,oncoming,oncoming,1,1
42.66534049648968,0.0,0.0,0.0,oncoming,oncoming,1,1
42.57055238815892,0.0,0.0,0.0,oncoming,oncoming,1,1
42.46602485062923,0.0,0.0,0.0,oncoming,oncoming,1,1
42.370188302087705,0.0,0.0,0.0,oncoming,oncoming,1,1
42.27385137601116,0.0,0.0,0.0,oncoming,oncoming,1,1
42.1777346645811,0.0,0.0,0.0,oncoming,oncoming,1,1
42.09340360475998,0.0,0.0,0.0,oncoming,oncoming,1,1
42.00770938647864,0.0,0.0,0.0,oncoming,oncoming,1,1
41.922745881538994,0.0,0.0,0.0,oncoming,oncoming,1,1
41.83795036747447,0.0,0.0,0.0,oncoming,oncoming,1,1
41.75352776056742,0.0,0.0,0.0,oncoming,oncoming,1,1
41.67958106830199,0.0,0.0,0.0,oncoming,oncoming,1,1
41.613916277125135,0.0,0.0,0.0,oncoming,oncoming,1,1
41.53002917046216,0.0,0.0,0.0,oncoming,oncoming,1,1
41.45709980315011,0.0,0.0,0.0,oncoming,oncoming,1,1
41.37163847246958,0.0,0.0,0.0,oncoming,oncoming,1,1
41.28626983865577,0.0,0.0,0.0,oncoming,oncoming,1,1
41.21122361522161,0.0,0.0,0.0,oncoming,oncoming,1,1
41.14499949552636,0.0,0.0,0.0,oncoming,oncoming,1,1
41.1059107179053,0.0,0.0,0.0,oncoming,oncoming,1,1
41.01387783130245,0.0,0.0,0.0,oncoming,oncoming,1,1
40.928349851326864,0.0,0.0,0.0,oncoming,oncoming,1,1
40.83367108573575,0.0,0.0,0.0,oncoming,oncoming,1,1
40.77997563906739,0.0,0.0,0.0,oncoming,oncoming,1,1
40.70516777059979,0.0,0.0,0.0,oncoming,oncoming,1,1
40.64184234026671,0.0,0.0,0.0,oncoming,oncoming,1,1
40.56832390661348,0.0,0.0,0.0,oncoming,oncoming,1,1
40.49391121042387,0.0,0.0,0.0,oncoming,oncoming,1,1
40.418420006796175,0.0,0.0,0.0,oncoming,oncoming,1,1
40.35606929758075,0.0,0.0,0.0,oncoming,oncoming,1,1
40.29283621087868,0.0,0.0,0.0,oncoming,oncoming,1,1
40.22949188310309,0.0,0.0,0.0,oncoming,oncoming,1,1
40.16620967397232,0.0,0.0,0.0,oncoming,oncoming,1,1
40.10328820117227,0.0,0.0,0.0,oncoming,oncoming,1,1
40.01727696889888,0.0,0.0,0.0,oncoming,oncoming,1,1
39.96533974726108,0.0,0.0,0.0,oncoming,oncoming,1,1
39.92126231327881,0.0,0.0,0.0,oncoming,oncoming,1,1
39.871308905319,0.0,0.0,0.0,oncoming,oncoming,1,1
39.80672336688125,0.0,0.0,0.0,oncoming,oncoming,1,1
39.74334823658904,0.0,0.0,0.0,oncoming,oncoming,1,1
39.71072070757296,0.0,0.0,0.0,oncoming,oncoming,1,1
39.64804843982984,0.0,0.0,0.0,oncoming,oncoming,1,1
39.58491142528128,0.0,0.0,0.0,oncoming,oncoming,1,1
39.55190533144224,0.0,0.0,0.0,oncoming,oncoming,1,1
