Date,24,9,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vehicle_order,Fiat(500X),Hyundai(Ioniqhybrid),Volvo(XC40),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Number_of_vehicles,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC,2
Distance_setting,min
Time,Speed1,Lat1,Lon1,E1,N1,Speed2,Lat2,Lon2,E2,N2,Speed3,Lat3,Lon3,E3,N3,IVS1,IVS2,Driver1,Driver2,Driver3
60226.7,31.934394317825998,0.7940238839697701,0.1473114370674712,15307.458595480857,55407.93317020573,32.295999999804,0.7940186273163834,0.14731350147828726,15317.337666240814,55376.47515960605,32.66881178041638,0.7940124911045923,0.14731557313669494,15326.707839373616,55337.409671888214,28.77875344841189,35.66452953340393,Human,ACC,ACC
60226.8,31.927266065341808,0.7940243711518544,0.14731126416192813,15306.677456045083,55411.033451823416,32.32031764634899,0.7940191168992382,0.14731332646187278,15316.546335422789,55379.59134139927,32.665171217214606,0.7940129889254737,0.14731539889949188,15325.919805134863,55340.578115446835,28.76053061562301,35.61448107603244,Human,ACC,ACC
60226.9,31.92383144771786,0.7940248585080099,0.1473110909254216,15305.89518858964,55414.13470501806,32.341438059184235,0.7940196063640645,0.14731315018334468,15315.749357916235,55382.706770408724,32.660724763819786,0.7940134867379585,0.14731522486052898,15325.132671239773,55343.74654970923,28.742601629890103,35.56524816364242,Human,ACC,ACC
60227.0,31.92230667000856,0.7940253459999964,0.14731091700000132,15305.109790005788,55417.236789977214,32.360839442341764,0.7940200958699053,0.14731297283770112,15314.947600907832,55385.82244810231,32.655118873634144,0.7940139844974645,0.14731505087490984,15324.345788613764,55346.91468629899,28.724739325458827,35.51773932136243,Human,ACC,ACC
60227.1,31.921278335708674,0.7940258335651763,0.14731074211755782,15304.319726837815,55420.339392025344,32.379999999853624,0.7940205855758041,0.14731279461994026,15314.141931584241,55388.93937594794,32.64800000005991,0.7940144821594098,0.14731487679773786,15323.558508182254,55350.082236839786,28.70640601180736,35.47286056822377,Human,ACC,ACC
60227.2,31.92081464210689,0.7940263210433208,0.147310566369346,15303.525344242178,55423.441497035026,32.39968234116859,0.7940210756055703,0.14731261573071544,15313.333243993533,55392.058334692854,32.6391501728954,0.7940149796854225,0.14731470250984322,15322.770295586924,55353.24895128446,28.68605134010209,35.43128271452153,Human,ACC,ACC
60227.3,31.92135418494852,0.7940268082498031,0.1473103899364619,15302.727457028392,55426.54191601574,32.41778669733818,0.7940215659420784,0.14731243639330066,15312.52253962934,55395.17922220171,32.628893727535484,0.7940154770619707,0.14731452799496295,15321.981075334568,55356.414732902245,28.66269195813829,35.39274843707217,Human,ACC,ACC
60227.4,31.923335559978856,0.7940272949999965,0.14731021300000133,15301.926880005947,55429.63945997704,32.43149770479845,0.7940220565329692,0.147312256836625,15311.710846846716,55398.30171561848,32.617690575777196,0.7940159742817339,0.1473143532625606,15321.190886648254,55359.57952329161,28.6355633328243,35.35676643233585,Human,ACC,ACC
60227.5,31.92694428705833,0.7940277811757529,0.14731003569668036,15301.12428751541,55432.73337561839,32.437999999985465,0.7940225473258834,0.14731207728961768,15310.8991940007,55401.42549208713,32.6060006294176,0.7940164713373907,0.1473141783220998,15320.399768751042,55362.743264050965,28.60435922729712,35.32284261905078,Human,ACC,ACC
60227.6,31.93135358248494,0.7940282669248406,0.14730985798569562,15300.319792021442,55435.824652399206,32.43589048826833,0.7940230382583167,0.1473118978942877,15310.088220456935,55404.55016373492,32.5942838002537,0.7940169682216205,0.14731400318304422,15319.607760866002,55365.90589677872,28.570551504815644,35.290510275656125,Human,ACC,ACC
60227.7,31.93548358666057,0.7940287524615062,0.14730967978186374,15299.51336551976,55438.9147154689,32.42941515087414,0.7940235292271829,0.1473117184449635,15309.277009623409,55407.67508262195,32.583000000082585,0.7940174649271016,0.14731382785485742,15318.814902216196,55369.06736307332,28.535854973629174,35.25942219471508,Human,ACC,ACC
